date,SKU,demand,stock_level,lead_time,reorder_point
2021-10-26,SKU_A,33,367,7,150
2021-10-27,SKU_A,42,334,7,150
2021-10-28,SKU_A,38,292,7,150
2021-10-29,SKU_A,56,254,7,150
2021-10-30,SKU_A,15,198,7,150
2021-10-31,SKU_A,52,183,7,150
2021-11-01,SKU_A,54,431,7,150
2021-11-02,SKU_A,21,377,7,150
2021-11-03,SKU_A,38,356,7,150
2021-11-04,SKU_A,38,318,7,150
2021-11-05,SKU_A,28,280,7,150
2021-11-06,SKU_A,35,252,7,150
2021-11-07,SKU_A,32,217,7,150
2021-11-08,SKU_A,60,185,7,150
2021-11-09,SKU_A,53,425,7,150
2021-11-10,SKU_A,56,372,7,150
2021-11-11,SKU_A,51,316,7,150
2021-11-12,SKU_A,33,265,7,150
2021-11-13,SKU_A,39,232,7,150
2021-11-14,SKU_A,49,193,7,150
2021-11-15,SKU_A,32,444,7,150
2021-11-16,SKU_A,52,412,7,150
2021-11-17,SKU_A,43,360,7,150
2021-11-18,SKU_A,42,317,7,150
2021-11-19,SKU_A,53,275,7,150
2021-11-20,SKU_A,50,222,7,150
2021-11-21,SKU_A,43,172,7,150
2021-11-22,SKU_A,58,429,7,150
2021-11-23,SKU_A,36,371,7,150
2021-11-24,SKU_A,53,335,7,150
2021-11-25,SKU_A,53,282,7,150
2021-11-26,SKU_A,45,229,7,150
2021-11-27,SKU_A,51,184,7,150
2021-11-28,SKU_A,36,433,7,150
2021-11-29,SKU_A,58,397,7,150
2021-11-30,SKU_A,47,339,7,150
2021-12-01,SKU_A,44,292,7,150
2021-12-02,SKU_A,60,248,7,150
2021-12-03,SKU_A,43,188,7,150
2021-12-04,SKU_A,36,445,7,150
2021-12-05,SKU_A,35,409,7,150
2021-12-06,SKU_A,57,374,7,150
2021-12-07,SKU_A,38,317,7,150
2021-12-08,SKU_A,69,279,7,150
2021-12-09,SKU_A,31,210,7,150
2021-12-10,SKU_A,69,179,7,150
2021-12-11,SKU_A,55,410,7,150
2021-12-12,SKU_A,52,355,7,150
2021-12-13,SKU_A,48,303,7,150
2021-12-14,SKU_A,57,255,7,150
2021-12-15,SKU_A,53,198,7,150
2021-12-16,SKU_A,65,445,7,150
2021-12-17,SKU_A,56,380,7,150
2021-12-18,SKU_A,56,324,7,150
2021-12-19,SKU_A,52,268,7,150
2021-12-20,SKU_A,55,216,7,150
2021-12-21,SKU_A,59,161,7,150
2021-12-22,SKU_A,39,402,7,150
2021-12-23,SKU_A,43,363,7,150
2021-12-24,SKU_A,64,320,7,150
2021-12-25,SKU_A,59,256,7,150
2021-12-26,SKU_A,56,197,7,150
2021-12-27,SKU_A,58,441,7,150
2021-12-28,SKU_A,62,383,7,150
2021-12-29,SKU_A,53,321,7,150
2021-12-30,SKU_A,51,268,7,150
2021-12-31,SKU_A,61,217,7,150
2022-01-01,SKU_A,50,156,7,150
2022-01-02,SKU_A,64,406,7,150
2022-01-03,SKU_A,44,342,7,150
2022-01-04,SKU_A,71,298,7,150
2022-01-05,SKU_A,66,227,7,150
2022-01-06,SKU_A,64,161,7,150
2022-01-07,SKU_A,72,397,7,150
2022-01-08,SKU_A,79,325,7,150
2022-01-09,SKU_A,73,246,7,150
2022-01-10,SKU_A,45,173,7,150
2022-01-11,SKU_A,51,428,7,150
2022-01-12,SKU_A,58,377,7,150
2022-01-13,SKU_A,64,319,7,150
2022-01-14,SKU_A,70,255,7,150
2022-01-15,SKU_A,58,185,7,150
2022-01-16,SKU_A,67,427,7,150
2022-01-17,SKU_A,58,360,7,150
2022-01-18,SKU_A,60,302,7,150
2022-01-19,SKU_A,52,242,7,150
2022-01-20,SKU_A,57,190,7,150
2022-01-21,SKU_A,53,433,7,150
2022-01-22,SKU_A,57,380,7,150
2022-01-23,SKU_A,78,323,7,150
2022-01-24,SKU_A,58,245,7,150
2022-01-25,SKU_A,95,187,7,150
2022-01-26,SKU_A,73,392,7,150
2022-01-27,SKU_A,71,319,7,150
2022-01-28,SKU_A,61,248,7,150
2022-01-29,SKU_A,76,187,7,150
2022-01-30,SKU_A,64,411,7,150
2022-01-31,SKU_A,71,347,7,150
2022-02-01,SKU_A,96,276,7,150
2022-02-02,SKU_A,70,180,7,150
2022-02-03,SKU_A,83,410,7,150
2022-02-04,SKU_A,64,327,7,150
2022-02-05,SKU_A,71,263,7,150
2022-02-06,SKU_A,90,192,7,150
2022-02-07,SKU_A,66,402,7,150
2022-02-08,SKU_A,91,336,7,150
2022-02-09,SKU_A,80,245,7,150
2022-02-10,SKU_A,67,165,7,150
2022-02-11,SKU_A,80,398,7,150
2022-02-12,SKU_A,83,318,7,150
2022-02-13,SKU_A,80,235,7,150
2022-02-14,SKU_A,58,155,7,150
2022-02-15,SKU_A,67,397,7,150
2022-02-16,SKU_A,72,330,7,150
2022-02-17,SKU_A,74,258,7,150
2022-02-18,SKU_A,81,184,7,150
2022-02-19,SKU_A,77,403,7,150
2022-02-20,SKU_A,62,326,7,150
2022-02-21,SKU_A,80,264,7,150
2022-02-22,SKU_A,82,184,7,150
2022-02-23,SKU_A,82,402,7,150
2022-02-24,SKU_A,87,320,7,150
2022-02-25,SKU_A,85,233,7,150
2022-02-26,SKU_A,81,448,7,150
2022-02-27,SKU_A,76,367,7,150
2022-02-28,SKU_A,61,291,7,150
2022-03-01,SKU_A,82,230,7,150
2022-03-02,SKU_A,80,448,7,150
2022-03-03,SKU_A,81,368,7,150
2022-03-04,SKU_A,65,287,7,150
2022-03-05,SKU_A,67,222,7,150
2022-03-06,SKU_A,89,155,7,150
2022-03-07,SKU_A,78,366,7,150
2022-03-08,SKU_A,86,288,7,150
2022-03-09,SKU_A,79,202,7,150
2022-03-10,SKU_A,79,423,7,150
2022-03-11,SKU_A,89,344,7,150
2022-03-12,SKU_A,74,255,7,150
2022-03-13,SKU_A,80,181,7,150
2022-03-14,SKU_A,75,401,7,150
2022-03-15,SKU_A,75,326,7,150
2022-03-16,SKU_A,77,251,7,150
2022-03-17,SKU_A,82,174,7,150
2022-03-18,SKU_A,75,392,7,150
2022-03-19,SKU_A,93,317,7,150
2022-03-20,SKU_A,71,224,7,150
2022-03-21,SKU_A,78,153,7,150
2022-03-22,SKU_A,76,375,7,150
2022-03-23,SKU_A,95,299,7,150
2022-03-24,SKU_A,82,204,7,150
2022-03-25,SKU_A,91,422,7,150
2022-03-26,SKU_A,66,331,7,150
2022-03-27,SKU_A,83,265,7,150
2022-03-28,SKU_A,90,182,7,150
2022-03-29,SKU_A,81,392,7,150
2022-03-30,SKU_A,91,311,7,150
2022-03-31,SKU_A,76,220,7,150
2022-04-01,SKU_A,95,444,7,150
2022-04-02,SKU_A,104,349,7,150
2022-04-03,SKU_A,77,245,7,150
2022-04-04,SKU_A,76,168,7,150
2022-04-05,SKU_A,95,392,7,150
2022-04-06,SKU_A,97,297,7,150
2022-04-07,SKU_A,76,200,7,150
2022-04-08,SKU_A,77,424,7,150
2022-04-09,SKU_A,78,347,7,150
2022-04-10,SKU_A,67,269,7,150
2022-04-11,SKU_A,71,202,7,150
2022-04-12,SKU_A,71,431,7,150
2022-04-13,SKU_A,73,360,7,150
2022-04-14,SKU_A,80,287,7,150
2022-04-15,SKU_A,83,207,7,150
2022-04-16,SKU_A,96,424,7,150
2022-04-17,SKU_A,70,328,7,150
2022-04-18,SKU_A,90,258,7,150
2022-04-19,SKU_A,78,168,7,150
2022-04-20,SKU_A,79,390,7,150
2022-04-21,SKU_A,87,311,7,150
2022-04-22,SKU_A,69,224,7,150
2022-04-23,SKU_A,83,155,7,150
2022-04-24,SKU_A,81,372,7,150
2022-04-25,SKU_A,84,291,7,150
2022-04-26,SKU_A,82,207,7,150
2022-04-27,SKU_A,104,425,7,150
2022-04-28,SKU_A,73,321,7,150
2022-04-29,SKU_A,74,248,7,150
2022-04-30,SKU_A,73,174,7,150
2022-05-01,SKU_A,73,401,7,150
2022-05-02,SKU_A,72,328,7,150
2022-05-03,SKU_A,90,256,7,150
2022-05-04,SKU_A,92,166,7,150
2022-05-05,SKU_A,72,374,7,150
2022-05-06,SKU_A,69,302,7,150
2022-05-07,SKU_A,82,233,7,150
2022-05-08,SKU_A,72,151,7,150
2022-05-09,SKU_A,84,379,7,150
2022-05-10,SKU_A,79,295,7,150
2022-05-11,SKU_A,62,216,7,150
2022-05-12,SKU_A,92,154,7,150
2022-05-13,SKU_A,94,362,7,150
2022-05-14,SKU_A,70,268,7,150
2022-05-15,SKU_A,72,198,7,150
2022-05-16,SKU_A,79,426,7,150
2022-05-17,SKU_A,79,347,7,150
2022-05-18,SKU_A,82,268,7,150
2022-05-19,SKU_A,95,186,7,150
2022-05-20,SKU_A,73,391,7,150
2022-05-21,SKU_A,67,318,7,150
2022-05-22,SKU_A,60,251,7,150
2022-05-23,SKU_A,67,191,7,150
2022-05-24,SKU_A,73,424,7,150
2022-05-25,SKU_A,91,351,7,150
2022-05-26,SKU_A,68,260,7,150
2022-05-27,SKU_A,75,192,7,150
2022-05-28,SKU_A,73,417,7,150
2022-05-29,SKU_A,84,344,7,150
2022-05-30,SKU_A,97,260,7,150
2022-05-31,SKU_A,67,163,7,150
2022-06-01,SKU_A,67,396,7,150
2022-06-02,SKU_A,82,329,7,150
2022-06-03,SKU_A,78,247,7,150
2022-06-04,SKU_A,89,169,7,150
2022-06-05,SKU_A,76,380,7,150
2022-06-06,SKU_A,67,304,7,150
2022-06-07,SKU_A,76,237,7,150
2022-06-08,SKU_A,81,161,7,150
2022-06-09,SKU_A,77,380,7,150
2022-06-10,SKU_A,74,303,7,150
2022-06-11,SKU_A,79,229,7,150
2022-06-12,SKU_A,80,450,7,150
2022-06-13,SKU_A,82,370,7,150
2022-06-14,SKU_A,74,288,7,150
2022-06-15,SKU_A,66,214,7,150
2022-06-16,SKU_A,69,448,7,150
2022-06-17,SKU_A,79,379,7,150
2022-06-18,SKU_A,58,300,7,150
2022-06-19,SKU_A,70,242,7,150
2022-06-20,SKU_A,62,172,7,150
2022-06-21,SKU_A,66,410,7,150
2022-06-22,SKU_A,78,344,7,150
2022-06-23,SKU_A,67,266,7,150
2022-06-24,SKU_A,65,199,7,150
2022-06-25,SKU_A,51,434,7,150
2022-06-26,SKU_A,71,383,7,150
2022-06-27,SKU_A,70,312,7,150
2022-06-28,SKU_A,85,242,7,150
2022-06-29,SKU_A,60,157,7,150
2022-06-30,SKU_A,65,397,7,150
2022-07-01,SKU_A,65,332,7,150
2022-07-02,SKU_A,78,267,7,150
2022-07-03,SKU_A,61,189,7,150
2022-07-04,SKU_A,64,428,7,150
2022-07-05,SKU_A,67,364,7,150
2022-07-06,SKU_A,62,297,7,150
2022-07-07,SKU_A,56,235,7,150
2022-07-08,SKU_A,62,179,7,150
2022-07-09,SKU_A,70,417,7,150
2022-07-10,SKU_A,49,347,7,150
2022-07-11,SKU_A,60,298,7,150
2022-07-12,SKU_A,52,238,7,150
2022-07-13,SKU_A,70,186,7,150
2022-07-14,SKU_A,43,416,7,150
2022-07-15,SKU_A,52,373,7,150
2022-07-16,SKU_A,61,321,7,150
2022-07-17,SKU_A,73,260,7,150
2022-07-18,SKU_A,56,187,7,150
2022-07-19,SKU_A,51,431,7,150
2022-07-20,SKU_A,75,380,7,150
2022-07-21,SKU_A,41,305,7,150
2022-07-22,SKU_A,33,264,7,150
2022-07-23,SKU_A,59,231,7,150
2022-07-24,SKU_A,50,172,7,150
2022-07-25,SKU_A,44,422,7,150
2022-07-26,SKU_A,61,378,7,150
2022-07-27,SKU_A,56,317,7,150
2022-07-28,SKU_A,48,261,7,150
2022-07-29,SKU_A,40,213,7,150
2022-07-30,SKU_A,62,173,7,150
2022-07-31,SKU_A,59,411,7,150
2022-08-01,SKU_A,51,352,7,150
2022-08-02,SKU_A,71,301,7,150
2022-08-03,SKU_A,41,230,7,150
2022-08-04,SKU_A,36,189,7,150
2022-08-05,SKU_A,44,153,7,150
2022-08-06,SKU_A,51,409,7,150
2022-08-07,SKU_A,53,358,7,150
2022-08-08,SKU_A,48,305,7,150
2022-08-09,SKU_A,54,257,7,150
2022-08-10,SKU_A,37,203,7,150
2022-08-11,SKU_A,64,166,7,150
2022-08-12,SKU_A,49,402,7,150
2022-08-13,SKU_A,60,353,7,150
2022-08-14,SKU_A,52,293,7,150
2022-08-15,SKU_A,53,241,7,150
2022-08-16,SKU_A,54,188,7,150
2022-08-17,SKU_A,53,434,7,150
2022-08-18,SKU_A,54,381,7,150
2022-08-19,SKU_A,61,327,7,150
2022-08-20,SKU_A,50,266,7,150
2022-08-21,SKU_A,55,216,7,150
2022-08-22,SKU_A,46,161,7,150
2022-08-23,SKU_A,61,415,7,150
2022-08-24,SKU_A,40,354,7,150
2022-08-25,SKU_A,65,314,7,150
2022-08-26,SKU_A,46,249,7,150
2022-08-27,SKU_A,32,203,7,150
2022-08-28,SKU_A,47,171,7,150
2022-08-29,SKU_A,39,424,7,150
2022-08-30,SKU_A,54,385,7,150
2022-08-31,SKU_A,39,331,7,150
2022-09-01,SKU_A,41,292,7,150
2022-09-02,SKU_A,26,251,7,150
2022-09-03,SKU_A,41,225,7,150
2022-09-04,SKU_A,21,184,7,150
2022-09-05,SKU_A,29,163,7,150
2022-09-06,SKU_A,52,434,7,150
2022-09-07,SKU_A,52,382,7,150
2022-09-08,SKU_A,49,330,7,150
2022-09-09,SKU_A,35,281,7,150
2022-09-10,SKU_A,44,246,7,150
2022-09-11,SKU_A,44,202,7,150
2022-09-12,SKU_A,32,158,7,150
2022-09-13,SKU_A,59,426,7,150
2022-09-14,SKU_A,53,367,7,150
2022-09-15,SKU_A,42,314,7,150
2022-09-16,SKU_A,44,272,7,150
2022-09-17,SKU_A,46,228,7,150
2022-09-18,SKU_A,23,182,7,150
2022-09-19,SKU_A,41,159,7,150
2022-09-20,SKU_A,37,418,7,150
2022-09-21,SKU_A,33,381,7,150
2022-09-22,SKU_A,41,348,7,150
2022-09-23,SKU_A,61,307,7,150
2022-09-24,SKU_A,50,246,7,150
2022-09-25,SKU_A,38,196,7,150
2022-09-26,SKU_A,49,158,7,150
2022-09-27,SKU_A,57,409,7,150
2022-09-28,SKU_A,52,352,7,150
2022-09-29,SKU_A,44,300,7,150
2022-09-30,SKU_A,37,256,7,150
2022-10-01,SKU_A,50,219,7,150
2022-10-02,SKU_A,47,169,7,150
2022-10-03,SKU_A,52,422,7,150
2022-10-04,SKU_A,50,370,7,150
2022-10-05,SKU_A,54,320,7,150
2022-10-06,SKU_A,38,266,7,150
2022-10-07,SKU_A,57,228,7,150
2022-10-08,SKU_A,45,171,7,150
2022-10-09,SKU_A,64,426,7,150
2022-10-10,SKU_A,37,362,7,150
2022-10-11,SKU_A,61,325,7,150
2022-10-12,SKU_A,46,264,7,150
2022-10-13,SKU_A,37,218,7,150
2022-10-14,SKU_A,39,181,7,150
2022-10-15,SKU_A,41,442,7,150
2022-10-16,SKU_A,48,401,7,150
2022-10-17,SKU_A,49,353,7,150
2022-10-18,SKU_A,39,304,7,150
2022-10-19,SKU_A,44,265,7,150
2022-10-20,SKU_A,66,221,7,150
2022-10-21,SKU_A,62,155,7,150
2022-10-22,SKU_A,49,393,7,150
2022-10-23,SKU_A,45,344,7,150
2022-10-24,SKU_A,46,299,7,150
2022-10-25,SKU_A,51,253,7,150
2022-10-26,SKU_A,35,202,7,150
2022-10-27,SKU_A,43,167,7,150
2022-10-28,SKU_A,29,424,7,150
2022-10-29,SKU_A,50,395,7,150
2022-10-30,SKU_A,53,345,7,150
2022-10-31,SKU_A,41,292,7,150
2022-11-01,SKU_A,62,251,7,150
2022-11-02,SKU_A,34,189,7,150
2022-11-03,SKU_A,32,155,7,150
2022-11-04,SKU_A,49,423,7,150
2022-11-05,SKU_A,58,374,7,150
2022-11-06,SKU_A,64,316,7,150
2022-11-07,SKU_A,43,252,7,150
2022-11-08,SKU_A,59,209,7,150
2022-11-09,SKU_A,48,450,7,150
2022-11-10,SKU_A,47,402,7,150
2022-11-11,SKU_A,57,355,7,150
2022-11-12,SKU_A,55,298,7,150
2022-11-13,SKU_A,33,243,7,150
2022-11-14,SKU_A,64,210,7,150
2022-11-15,SKU_A,63,446,7,150
2022-11-16,SKU_A,44,383,7,150
2022-11-17,SKU_A,54,339,7,150
2022-11-18,SKU_A,55,285,7,150
2022-11-19,SKU_A,53,230,7,150
2022-11-20,SKU_A,45,177,7,150
2022-11-21,SKU_A,45,432,7,150
2022-11-22,SKU_A,51,387,7,150
2022-11-23,SKU_A,64,336,7,150
2022-11-24,SKU_A,58,272,7,150
2022-11-25,SKU_A,49,214,7,150
2022-11-26,SKU_A,60,165,7,150
2022-11-27,SKU_A,25,405,7,150
2022-11-28,SKU_A,65,380,7,150
2022-11-29,SKU_A,36,315,7,150
2022-11-30,SKU_A,50,279,7,150
2022-12-01,SKU_A,43,229,7,150
2022-12-02,SKU_A,42,186,7,150
2022-12-03,SKU_A,66,444,7,150
2022-12-04,SKU_A,50,378,7,150
2022-12-05,SKU_A,59,328,7,150
2022-12-06,SKU_A,55,269,7,150
2022-12-07,SKU_A,61,214,7,150
2022-12-08,SKU_A,57,153,7,150
2022-12-09,SKU_A,44,396,7,150
2022-12-10,SKU_A,67,352,7,150
2022-12-11,SKU_A,53,285,7,150
2022-12-12,SKU_A,42,232,7,150
2022-12-13,SKU_A,54,190,7,150
2022-12-14,SKU_A,74,436,7,150
2022-12-15,SKU_A,67,362,7,150
2022-12-16,SKU_A,56,295,7,150
2022-12-17,SKU_A,56,239,7,150
2022-12-18,SKU_A,57,183,7,150
2022-12-19,SKU_A,81,426,7,150
2022-12-20,SKU_A,64,345,7,150
2022-12-21,SKU_A,65,281,7,150
2022-12-22,SKU_A,72,216,7,150
2022-12-23,SKU_A,64,444,7,150
2022-12-24,SKU_A,59,380,7,150
2022-12-25,SKU_A,60,321,7,150
2022-12-26,SKU_A,62,261,7,150
2022-12-27,SKU_A,63,199,7,150
2022-12-28,SKU_A,71,436,7,150
2022-12-29,SKU_A,64,365,7,150
2022-12-30,SKU_A,71,301,7,150
2022-12-31,SKU_A,64,230,7,150
2020-01-01,SKU_B,81,400,10,200
2020-01-02,SKU_B,50,319,10,200
2020-01-03,SKU_B,94,269,10,200
2020-01-04,SKU_B,85,575,10,200
2020-01-05,SKU_B,96,490,10,200
2020-01-06,SKU_B,37,394,10,200
2020-01-07,SKU_B,112,357,10,200
2020-01-08,SKU_B,79,245,10,200
2020-01-09,SKU_B,98,566,10,200
2020-01-10,SKU_B,66,468,10,200
2020-01-11,SKU_B,91,402,10,200
2020-01-12,SKU_B,67,311,10,200
2020-01-13,SKU_B,73,244,10,200
2020-01-14,SKU_B,112,571,10,200
2020-01-15,SKU_B,80,459,10,200
2020-01-16,SKU_B,87,379,10,200
2020-01-17,SKU_B,97,292,10,200
2020-01-18,SKU_B,91,595,10,200
2020-01-19,SKU_B,86,504,10,200
2020-01-20,SKU_B,90,418,10,200
2020-01-21,SKU_B,121,328,10,200
2020-01-22,SKU_B,84,207,10,200
2020-01-23,SKU_B,88,523,10,200
2020-01-24,SKU_B,101,435,10,200
2020-01-25,SKU_B,102,334,10,200
2020-01-26,SKU_B,104,232,10,200
2020-01-27,SKU_B,96,528,10,200
2020-01-28,SKU_B,69,432,10,200
2020-01-29,SKU_B,111,363,10,200
2020-01-30,SKU_B,70,252,10,200
2020-01-31,SKU_B,92,582,10,200
2020-02-01,SKU_B,76,490,10,200
2020-02-02,SKU_B,87,414,10,200
2020-02-03,SKU_B,93,327,10,200
2020-02-04,SKU_B,93,234,10,200
2020-02-05,SKU_B,95,541,10,200
2020-02-06,SKU_B,113,446,10,200
2020-02-07,SKU_B,95,333,10,200
2020-02-08,SKU_B,85,238,10,200
2020-02-09,SKU_B,104,553,10,200
2020-02-10,SKU_B,107,449,10,200
2020-02-11,SKU_B,71,342,10,200
2020-02-12,SKU_B,99,271,10,200
2020-02-13,SKU_B,100,572,10,200
2020-02-14,SKU_B,86,472,10,200
2020-02-15,SKU_B,111,386,10,200
2020-02-16,SKU_B,88,275,10,200
2020-02-17,SKU_B,92,587,10,200
2020-02-18,SKU_B,88,495,10,200
2020-02-19,SKU_B,91,407,10,200
2020-02-20,SKU_B,75,316,10,200
2020-02-21,SKU_B,70,241,10,200
2020-02-22,SKU_B,115,571,10,200
2020-02-23,SKU_B,79,456,10,200
2020-02-24,SKU_B,77,377,10,200
2020-02-25,SKU_B,60,300,10,200
2020-02-26,SKU_B,83,240,10,200
2020-02-27,SKU_B,72,557,10,200
2020-02-28,SKU_B,117,485,10,200
2020-02-29,SKU_B,108,368,10,200
2020-03-01,SKU_B,82,260,10,200
2020-03-02,SKU_B,127,578,10,200
2020-03-03,SKU_B,108,451,10,200
2020-03-04,SKU_B,88,343,10,200
2020-03-05,SKU_B,56,255,10,200
2020-03-06,SKU_B,128,599,10,200
2020-03-07,SKU_B,73,471,10,200
2020-03-08,SKU_B,69,398,10,200
2020-03-09,SKU_B,109,329,10,200
2020-03-10,SKU_B,130,220,10,200
2020-03-11,SKU_B,115,490,10,200
2020-03-12,SKU_B,102,375,10,200
2020-03-13,SKU_B,103,273,10,200
2020-03-14,SKU_B,107,570,10,200
2020-03-15,SKU_B,106,463,10,200
2020-03-16,SKU_B,99,357,10,200
2020-03-17,SKU_B,96,258,10,200
2020-03-18,SKU_B,94,562,10,200
2020-03-19,SKU_B,83,468,10,200
2020-03-20,SKU_B,90,385,10,200
2020-03-21,SKU_B,69,295,10,200
2020-03-22,SKU_B,93,226,10,200
2020-03-23,SKU_B,80,533,10,200
2020-03-24,SKU_B,78,453,10,200
2020-03-25,SKU_B,98,375,10,200
2020-03-26,SKU_B,116,277,10,200
2020-03-27,SKU_B,109,561,10,200
2020-03-28,SKU_B,71,452,10,200
2020-03-29,SKU_B,80,381,10,200
2020-03-30,SKU_B,109,301,10,200
2020-03-31,SKU_B,80,592,10,200
2020-04-01,SKU_B,92,512,10,200
2020-04-02,SKU_B,103,420,10,200
2020-04-03,SKU_B,80,317,10,200
2020-04-04,SKU_B,97,237,10,200
2020-04-05,SKU_B,75,540,10,200
2020-04-06,SKU_B,86,465,10,200
2020-04-07,SKU_B,100,379,10,200
2020-04-08,SKU_B,71,279,10,200
2020-04-09,SKU_B,102,208,10,200
2020-04-10,SKU_B,95,506,10,200
2020-04-11,SKU_B,103,411,10,200
2020-04-12,SKU_B,98,308,10,200
2020-04-13,SKU_B,115,210,10,200
2020-04-14,SKU_B,97,495,10,200
2020-04-15,SKU_B,88,398,10,200
2020-04-16,SKU_B,96,310,10,200
2020-04-17,SKU_B,103,214,10,200
2020-04-18,SKU_B,95,511,10,200
2020-04-19,SKU_B,95,416,10,200
2020-04-20,SKU_B,84,321,10,200
2020-04-21,SKU_B,84,237,10,200
2020-04-22,SKU_B,73,553,10,200
2020-04-23,SKU_B,120,480,10,200
2020-04-24,SKU_B,75,360,10,200
2020-04-25,SKU_B,84,285,10,200
2020-04-26,SKU_B,83,201,10,200
2020-04-27,SKU_B,107,518,10,200
2020-04-28,SKU_B,89,411,10,200
2020-04-29,SKU_B,112,322,10,200
2020-04-30,SKU_B,83,210,10,200
2020-05-01,SKU_B,97,527,10,200
2020-05-02,SKU_B,81,430,10,200
2020-05-03,SKU_B,125,349,10,200
2020-05-04,SKU_B,75,224,10,200
2020-05-05,SKU_B,97,549,10,200
2020-05-06,SKU_B,102,452,10,200
2020-05-07,SKU_B,99,350,10,200
2020-05-08,SKU_B,90,251,10,200
2020-05-09,SKU_B,90,561,10,200
2020-05-10,SKU_B,93,471,10,200
2020-05-11,SKU_B,90,378,10,200
2020-05-12,SKU_B,106,288,10,200
2020-05-13,SKU_B,125,582,10,200
2020-05-14,SKU_B,83,457,10,200
2020-05-15,SKU_B,71,374,10,200
2020-05-16,SKU_B,90,303,10,200
2020-05-17,SKU_B,130,213,10,200
2020-05-18,SKU_B,79,483,10,200
2020-05-19,SKU_B,115,404,10,200
2020-05-20,SKU_B,115,289,10,200
2020-05-21,SKU_B,82,574,10,200
2020-05-22,SKU_B,98,492,10,200
2020-05-23,SKU_B,114,394,10,200
2020-05-24,SKU_B,84,280,10,200
2020-05-25,SKU_B,86,596,10,200
2020-05-26,SKU_B,80,510,10,200
2020-05-27,SKU_B,74,430,10,200
2020-05-28,SKU_B,79,356,10,200
2020-05-29,SKU_B,70,277,10,200
2020-05-30,SKU_B,89,207,10,200
2020-05-31,SKU_B,77,518,10,200
2020-06-01,SKU_B,91,441,10,200
2020-06-02,SKU_B,64,350,10,200
2020-06-03,SKU_B,92,286,10,200
2020-06-04,SKU_B,100,594,10,200
2020-06-05,SKU_B,57,494,10,200
2020-06-06,SKU_B,92,437,10,200
2020-06-07,SKU_B,105,345,10,200
2020-06-08,SKU_B,68,240,10,200
2020-06-09,SKU_B,111,572,10,200
2020-06-10,SKU_B,92,461,10,200
2020-06-11,SKU_B,75,369,10,200
2020-06-12,SKU_B,84,294,10,200
2020-06-13,SKU_B,93,210,10,200
2020-06-14,SKU_B,86,517,10,200
2020-06-15,SKU_B,93,431,10,200
2020-06-16,SKU_B,71,338,10,200
2020-06-17,SKU_B,87,267,10,200
2020-06-18,SKU_B,63,580,10,200
2020-06-19,SKU_B,82,517,10,200
2020-06-20,SKU_B,70,435,10,200
2020-06-21,SKU_B,72,365,10,200
2020-06-22,SKU_B,101,293,10,200
2020-06-23,SKU_B,99,592,10,200
2020-06-24,SKU_B,92,493,10,200
2020-06-25,SKU_B,66,401,10,200
2020-06-26,SKU_B,77,335,10,200
2020-06-27,SKU_B,100,258,10,200
2020-06-28,SKU_B,84,558,10,200
2020-06-29,SKU_B,116,474,10,200
2020-06-30,SKU_B,87,358,10,200
2020-07-01,SKU_B,84,271,10,200
2020-07-02,SKU_B,76,587,10,200
2020-07-03,SKU_B,82,511,10,200
2020-07-04,SKU_B,78,429,10,200
2020-07-05,SKU_B,90,351,10,200
2020-07-06,SKU_B,94,261,10,200
2020-07-07,SKU_B,67,567,10,200
2020-07-08,SKU_B,59,500,10,200
2020-07-09,SKU_B,51,441,10,200
2020-07-10,SKU_B,86,390,10,200
2020-07-11,SKU_B,62,304,10,200
2020-07-12,SKU_B,46,242,10,200
2020-07-13,SKU_B,83,596,10,200
2020-07-14,SKU_B,115,513,10,200
2020-07-15,SKU_B,77,398,10,200
2020-07-16,SKU_B,89,321,10,200
2020-07-17,SKU_B,78,232,10,200
2020-07-18,SKU_B,75,554,10,200
2020-07-19,SKU_B,90,479,10,200
2020-07-20,SKU_B,72,389,10,200
2020-07-21,SKU_B,80,317,10,200
2020-07-22,SKU_B,80,237,10,200
2020-07-23,SKU_B,65,557,10,200
2020-07-24,SKU_B,90,492,10,200
2020-07-25,SKU_B,72,402,10,200
2020-07-26,SKU_B,63,330,10,200
2020-07-27,SKU_B,82,267,10,200
2020-07-28,SKU_B,61,585,10,200
2020-07-29,SKU_B,74,524,10,200
2020-07-30,SKU_B,73,450,10,200
2020-07-31,SKU_B,90,377,10,200
2020-08-01,SKU_B,80,287,10,200
2020-08-02,SKU_B,73,207,10,200
2020-08-03,SKU_B,85,534,10,200
2020-08-04,SKU_B,93,449,10,200
2020-08-05,SKU_B,81,356,10,200
2020-08-06,SKU_B,72,275,10,200
2020-08-07,SKU_B,52,203,10,200
2020-08-08,SKU_B,56,551,10,200
2020-08-09,SKU_B,67,495,10,200
2020-08-10,SKU_B,62,428,10,200
2020-08-11,SKU_B,68,366,10,200
2020-08-12,SKU_B,72,298,10,200
2020-08-13,SKU_B,79,226,10,200
2020-08-14,SKU_B,69,547,10,200
2020-08-15,SKU_B,78,478,10,200
2020-08-16,SKU_B,71,400,10,200
2020-08-17,SKU_B,40,329,10,200
2020-08-18,SKU_B,56,289,10,200
2020-08-19,SKU_B,67,233,10,200
2020-08-20,SKU_B,51,566,10,200
